_id,GID,COD_CIRCUITO,MUNICIPIO,VERTICES
38,39,CH_DU_RM_CL_09      ,CH,"POLYGON ((578501.3235160774 6137354.076660904, 578534.153924738 6137232.88019632, 578560.4941012947 6137135.585230744, 578593.5268248635 6137023.273970613, 578608.3915504694 6136992.718701312, 578534.246544764 6136924.67925573, 578503.099744094 6136895.272166787, 578540.6744671535 6136853.981262326, 578550.1713751795 6136795.761087038, 578541.0873761981 6136731.34727608, 578525.100688756 6136634.07611946, 578533.741168764 6136618.32107945, 578544.443344774 6136598.80645543, 578638.811344861 6136426.73371927, 578654.969584876 6136423.18725526, 578646.635024869 6136439.04965528, 578655.376528877 6136443.94751128, 578668.233712889 6136420.27592726, 578743.574032959 6136403.73967125, 579001.647825199 6136488.05147932, 579010.935281208 6136490.20917533, 579108.383057299 6136512.84866335, 579117.230545307 6136514.90405535, 579168.448145355 6136580.89666341, 579177.999249364 6136641.77896747, 579169.411537356 6136682.5661995, 579145.360273333 6136796.79682361, 579144.569937333 6136800.55023161, 579158.707153346 6136851.64975166, 579223.534481406 6137085.97035988, 579237.893361419 6137137.87093593, 579247.584145428 6137138.20511193, 579295.382289473 6137139.85317593, 579307.139665484 6137140.25855193, 579374.529233547 6137130.88095192, 579379.610577551 6137136.39746393, 579391.271249562 6137139.76194393, 579393.502033564 6137132.73807192, 579400.768753571 6137127.22968792, 579632.482673787 6137094.98565589, 579816.688433958 6137107.0407279, 579942.258578075 6137151.85746394, 579967.573458099 6137160.89256795, 579978.707730109 6137178.44834397, 580029.656402157 6137258.78165604, 580029.922642157 6137274.64232806, 580030.854738158 6137330.18607211, 580033.39083416 6137481.28028025, 580032.76104216 6137529.76552829, 580032.196882159 6137573.20056833, 580065.808882191 6137681.25135244, 580133.569202254 6137767.73397652, 580147.889906267 6137786.01148053, 580051.901170178 6137900.23007264, 579980.751250111 6137984.89237672, 579979.16264211 6137986.78271272, 579978.98472211 6137986.66808872, 579958.836114091 6137973.69157671, 579931.246738065 6137955.92296869, 579582.19844974 6137731.12232848, 579548.927825709 6137709.69490446, 579511.725777674 6137715.21368847, 579446.137169613 6137724.94348048, 579410.47083358 6137730.23448848, 579256.580497437 6137753.0635765, 579210.849073394 6137759.84767251, 579192.169585377 6137762.61868051, 579189.325009374 6137762.08536851, 579150.971729338 6137754.8949365, 579130.89377732 6137746.4657845, 579075.204433268 6137723.08620047, 578975.723377175 6137681.32178443, 578868.700241076 6137636.39106439, 578860.405457068 6137632.90876039, 578800.408177012 6137607.72056837, 578733.2479899494 6137582.955913014, 578711.239402308 6137620.941105014, 578693.1434524696 6137615.561228035, 578712.2175617588 6137585.727364791, 578715.315066686 6137580.347487812, 578713.306448931 6137571.79266433, 578577.872304805 6137526.72706429, 578478.918384713 6137493.80015226, 578482.4175977845 6137480.194104481, 578469.5719329952 6137471.432229176, 578501.3235160774 6137354.076660904))"
39,40,CH_DU_RM_CL_07      ,CH,"POLYGON ((577690.633583978 6136876.46235969, 577690.452623978 6136872.04351168, 577690.714127978 6136871.71195968, 577692.07255998 6136869.99019968, 577695.631247983 6136865.47912768, 577818.180240097 6136710.13723953, 577881.341872156 6136630.07413546, 577945.894736216 6136548.24757538, 578010.697936276 6136466.1035753, 578050.833264314 6136415.22863126, 578053.168880316 6136412.26786325, 578188.187376442 6136552.33317538, 578195.526800449 6136561.45087139, 578216.527184468 6136587.53919142, 578251.866032501 6136631.43976746, 578263.707792512 6136636.30875946, 578319.532304564 6136659.26223148, 578319.548112564 6136659.26875948, 578338.855408582 6136667.20731949, 578342.625968586 6136666.53666349, 578525.100688756 6136634.07611946, 578541.0873761981 6136731.34727608, 578550.1713751795 6136795.761087038, 578540.6744671535 6136853.981262326, 578503.5126531386 6136895.272166787, 578534.246544764 6136924.67925573, 578608.3915504694 6136992.718701312, 578593.5268248635 6137023.273970613, 578560.4941012947 6137135.585230744, 578534.153924738 6137232.88019632, 578469.5719329952 6137471.432229176, 578278.471448046 6137328.165768502, 578144.5820016803 6137231.765367119, 578071.857232333 6137182.09477597, 578054.678544317 6137168.94027996, 578053.638096316 6137168.72597596, 577964.292624233 6137150.32056794, 577931.487472203 6137143.56267993, 577877.167184152 6137132.37256792, 577876.389840151 6137132.21243992, 577873.890832149 6137129.81048792, 577815.093072094 6137073.29455187, 577801.531280082 6137060.25906386, 577729.205392014 6136990.73992779, 577693.923695982 6136956.82754376, 577693.919119981 6136956.71547976, 577690.633583978 6136876.46235969))"
40,41,CH_DU_RM_CL_04      ,CH,"POLYGON ((577325.384143638 6136385.64853523, 577326.90068764 6136284.86527113, 577327.36161564 6136254.23695111, 577328.709903641 6136164.63855102, 577420.869839727 6136135.41775099, 577756.57153604 6136023.41896689, 577772.2834255269 6136098.660351183, 577922.320144194 6136262.05010311, 578052.966736316 6136412.03573525, 578053.168880316 6136412.26786325, 578050.833264314 6136415.22863126, 578010.697936276 6136466.1035753, 577945.894736216 6136548.24757538, 577881.341872156 6136630.07413546, 577818.180240097 6136710.13723953, 577690.452623978 6136872.04351168, 577693.4551346351 6136956.710827899, 577633.6543622344 6136951.274394045, 577621.8754222161 6136963.959406372, 577210.7093169319 6136741.435963514, 577322.0728225163 6136699.5859837085, 577441.5935275544 6136522.964882498, 577353.243727664 6136419.49115926, 577325.616463638 6136387.91387923, 577325.354639638 6136387.61439123, 577325.384143638 6136385.64853523))"
41,201,F_DU_RM_CL_01       ,F ,"POLYGON ((581104.8059751927 6141114.35818299, 581036.7041771204 6141209.342269775, 580859.2810716159 6141449.49071561, 580714.1167125668 6141625.121668533, 580594.0424896496 6141784.623248229, 580303.9268394287 6141557.642522793, 580199.6810060953 6141552.350856125, 579810.7435060954 6141400.480022794, 579775.2893394288 6141393.600856126, 579692.7393394287 6141401.538356125, 579611.7768394286 6141059.6966894595, 579521.3195076513 6141009.316848687, 579244.2759631185 6141259.284842169, 579119.2216015809 6141363.033645813, 579074.7578285896 6141099.956322286, 579035.0743587672 6140872.493104054, 579311.8979512093 6140636.792020302, 579918.2005703687 6140653.859712838, 580191.6886612141 6140729.560798628, 580313.2844862104 6140767.884406948, 580401.871560777 6140786.3260029275, 580488.7344355258 6140802.907685804, 580508.0806276556 6140805.909681135, 580704.401938785 6140838.68767538, 580798.619282873 6140879.32498741, 580904.0104562436 6140914.315068069, 581006.7454075537 6140945.002131447, 581103.475245581 6140959.70555911, 581163.9470103609 6140965.6095187785, 581212.3351300439 6140978.154586845, 581183.6606887502 6141013.997638462, 581104.8059751927 6141114.35818299))"
42,1247,F_DU_RM_CL_12       ,F ,"POLYGON ((583345.5949993345 6145014.737622777, 583361.1366627134 6145013.627503964, 583361.1366627134 6145013.627503964, 583361.1366627134 6145013.627503964, 583331.1634547685 6145015.84774159, 583317.8420290152 6144770.511483968, 583575.3895935785 6144759.41029584, 583592.0413757701 6145001.416197024, 583345.5949993345 6145014.737622777))"
43,1306,G_DU_RM_CL_08       ,A ,"POLYGON ((569603.2839145669 6148462.982286092, 569603.2839145669 6148462.982286092, 569433.3852896093 6148589.503098049, 569288.9888578324 6148756.361196992, 569224.8126659315 6148810.910960107, 569103.2087079796 6148801.447822258, 569091.0117517214 6148941.712819228, 569036.1254485594 6149002.697600518, 568279.9141605493 6149822.942908884, 567853.0206915115 6149438.7387867505, 568133.5506854507 6148578.853370545, 568270.7664433557 6148161.107618701, 568905.9071652775 6147789.155928982, 568996.282490436 6147961.344706388, 569423.9004763177 6147724.94188216, 569608.4564034835 6148065.038500517, 569603.2839145669 6148462.982286092))"
44,1326,D_DU_RM_CL_14       ,D ,"POLYGON ((576266.6313023748 6141542.726055523, 576260.2063003656 6141532.669530639, 576405.9344751375 6141393.83361766, 576457.5994397469 6141349.918397742, 576542.8466313524 6141265.962830252, 576815.3793196671 6141010.221255437, 577236.4487812339 6141417.082851734, 577222.2409159663 6141433.873965232, 577311.3629799176 6141522.996029183, 577282.9472493824 6141597.910227866, 577415.9845332516 6141659.908185397, 577537.3972000837 6141739.988880541, 577638.143881072 6141809.7365827635, 577559.3548100428 6141928.566001365, 577496.0652283962 6142055.145164657, 577472.815994322 6142053.853540543, 577388.8604268316 6141989.272334781, 577267.4477599995 6141956.9817319, 577165.4094548959 6141977.647717744, 577143.4518449369 6141955.690107785, 576993.6234475697 6142030.604306468, 576917.4176247708 6142020.271313546, 576815.3793196671 6141944.065490748, 576735.2986245225 6141866.568043834, 576673.3006669913 6141809.7365827635, 576548.0131278135 6141723.1977670435, 576404.6428510223 6141626.325958401, 576285.511285358 6141567.422782001, 576266.6313023748 6141542.726055523))"
45,165,G_DU_RM_CL_05       ,G ,"POLYGON ((571290.2409719711 6147145.705199141, 571303.9446538463 6146897.1821558485, 571317.592868467 6146683.04380444, 571323.573028472 6146574.42402834, 571329.119524478 6146473.68393225, 571342.82474049 6146224.74722801, 571343.259172491 6146216.85577201, 571350.313764497 6146088.72085989, 571333.600036482 6145886.9040277, 571326.620964475 6145800.39420362, 571455.830564596 6145706.07023553, 571513.719844649 6145663.81052349, 571543.323428677 6145642.19977147, 571652.553764779 6145562.4608914, 571719.204388841 6145513.80527535, 571793.82403691 6145459.3325713, 571860.745764973 6145410.47906726, 571921.664037029 6145366.00853921, 572048.447269147 6145273.45557913, 572184.647717274 6145174.02825104, 572347.6504057491 6145053.754144248, 572433.3561846615 6145160.749893722, 572698.9680118143 6145535.492634118, 572709.9196595637 6145550.429438157, 572770.5142660034 6145627.907990663, 572782.5174975365 6145642.577186246, 573063.7615410239 6146029.729028551, 573120.4105811821 6146139.94022944, 571976.5279562749 6146959.941229518, 571976.5279562749 6146959.941229518, 571898.0740545107 6147018.34580083, 571830.1434640099 6147068.916351536, 571705.1641426197 6147170.177161249, 571429.559332571 6147378.10505309, 571333.963556482 6147447.82972515, 571270.7284140764 6147492.8749210285, 571272.0279067538 6147476.008137916, 571290.2409719711 6147145.705199141))"
46,1726,A_DU_RM_CL_112      ,A ,"POLYGON ((567208.664793903 6142984.03310323, 566911.914786383 6143086.79424669, 566613.768588214 6143093.32280072, 566521.783715974 6143074.12529652, 565851.501822252 6143005.12568981, 565560.717765422 6143010.05423315, 565260.076621912 6143083.98238319, 564905.221501712 6143202.26742326, 565827.013919354 6144153.82319408, 566290.711071781 6144639.52021854, 566433.667871924 6144054.01647399, 566551.354975992 6143611.33652016, 566728.782536092 6143640.90778018, 566778.067969454 6143463.48022007, 567506.574970714 6143578.0958148, 567573.063446913 6143319.52951847, 567561.982034214 6143212.4091957, 567543.513013042 6143120.06408987, 567502.881166484 6142987.08713747, 567366.210409842 6142898.43583587, 567208.664793903 6142984.03310323))"
47,1791,E_DU_RM_CL_103      ,E ,"POLYGON ((578712.353191157 6140588.21506218, 578867.314696189 6140430.10027075, 579336.523718468 6139975.3062722, 579630.590202477 6139696.3755631, 579664.984516778 6139701.52025205, 579779.546932578 6139725.43378524, 579844.614332138 6139711.14287378, 579963.577250546 6139658.89650142, 580155.68722482 6139543.08539257, 580272.486513808 6139509.0248476, 580418.392892822 6139469.5729699, 580444.637958744 6139553.46985326, 580475.698743155 6139667.44955424, 580496.974651904 6139780.5640619, 580527.038762441 6139928.06049304, 580568.218148651 6140171.44184714, 580222.965980613 6140247.94814853, 580209.330812757 6140672.95143288, 580191.6886612141 6140729.560798628, 579996.141874126 6140676.25967522, 579918.2005703687 6140653.859712838, 579560.1178158246 6140643.358302115, 579450.2790011114 6140641.69407765, 579377.8284310829 6140638.332666338, 579311.1320491659 6140636.108375154, 579240.7163173702 6140697.80298072, 579148.4790480539 6140775.934830492, 579035.0743587672 6140872.493104054, 578975.655281175 6140792.75605933, 578966.636337167 6140781.34434732, 578898.875633104 6140715.58217126, 578712.353191157 6140588.21506218))"
48,149,F_DU_RM_CL_08       ,F ,"POLYGON ((580355.7433985089 6144373.714360783, 580783.5582076276 6144672.793300537, 581173.5757445071 6144517.796497585, 581414.4568913573 6144569.0376163, 581452.7680081525 6144673.914298528, 581639.0558135696 6144858.765437065, 581704.1847121214 6144980.88212185, 581558.620718004 6145192.66940305, 581892.608046315 6145428.38012327, 581488.711213939 6145600.19093943, 581257.879853724 6145446.09557929, 581199.6722098301 6145562.487271859, 581167.9079812677 6145545.632783234, 581156.2180142455 6145614.850841074, 580862.582437331 6145434.782108046, 580806.0472644313 6145400.567247904, 580758.2142577687 6145365.419404859, 580504.1004292695 6145189.743773421, 580416.5867383322 6145315.504188546, 580259.658796795 6145204.80047506, 580144.3219220828 6145409.500375109, 580008.1895139582 6145393.942385609, 579982.3060723497 6145221.33048423, 579982.1135781799 6145123.100709326, 579961.574700517 6145013.03369089, 579904.7309218775 6144890.375257907, 579781.1496647976 6144702.1159597365, 579729.061420301 6144596.1190025, 579715.3166586896 6144533.491066897, 579714.945068287 6144483.12853839, 579734.3735815105 6144365.443656567, 579687.4417549267 6144285.393987147, 580023.2695024714 6144111.862177077, 580062.1648168049 6144147.690819744, 580355.7433985089 6144373.714360783))"
49,741,D_DU_RM_CL_14       ,D ,"POLYGON ((576370.3572963829 6147764.707225812, 575830.1946417906 6147145.108886744, 576935.4854518177 6147292.632300807, 576874.2064952042 6147503.704262468, 578621.0291169082 6147761.477493876, 578764.4912632705 6147924.727522495, 578987.1049386604 6148320.485167633, 576790.6500081477 6147954.40934588, 576711.4984791202 6148271.015461991, 576498.7787448588 6149032.84892888, 576107.9680702856 6148938.85648816, 576122.8089819782 6148731.083724462, 576474.0438920377 6148795.394341798, 576553.1954210652 6148468.8942845585, 576088.1801880287 6148394.689726096, 576225.1034732993 6147742.011315956, 576370.3572963829 6147764.707225812))"
50,941,G_DU_RM_CL_10       ,G ,"POLYGON ((568706.1105612752 6145899.856181911, 568647.0472148813 6145858.126358066, 568597.1003917163 6145793.44149258, 568639.9258154716 6145723.363526435, 568684.0489793407 6145697.408724159, 568589.8873119747 6145592.596299812, 568841.6647004248 6145416.355603316, 569137.6257442641 6145216.2387505695, 569264.2326778498 6145132.120245542, 569309.2961626854 6145084.910880476, 569340.1968380013 6145054.439381207, 569643.624302561 6144823.971844477, 569726.0261034033 6144757.878733385, 570009.1846505675 6144556.234008778, 570625.108657485 6144103.5088234125, 570963.7711856832 6143875.022532553, 571083.9008018711 6143795.428397669, 571144.4822647074 6144080.531203718, 571148.2833040542 6144173.656667711, 571151.6729028258 6144393.477609642, 571161.1588339026 6144591.101173741, 571158.1977522995 6144769.378296074, 571177.4625534023 6145026.756038809, 570553.893058607 6145475.614358468, 570296.4806189149 6145659.259934216, 570180.6956440439 6145741.864327378, 569731.0792039302 6145798.286756165, 569293.9868328247 6145853.137537815, 569081.8328582769 6145948.413085134, 568913.7489794825 6145953.063526576, 568706.1105612752 6145899.856181911))"
51,641,F_DU_RM_CL_12       ,F ,"POLYGON ((581685.9336234931 6146718.394443133, 581830.8482485861 6146481.779743802, 581893.0902678883 6146517.889617595, 582231.0357113105 6146310.246277278, 582380.4381969637 6146532.354443479, 582203.4701635313 6146654.121438961, 582347.9669981688 6147032.4109049225, 582477.8517933487 6147120.083141669, 582813.173170474 6147336.036319109, 583393.4661168401 6147674.470127019, 583538.341760493 6147695.933185338, 584592.2519187917 6148347.434191257, 584162.6270705605 6148997.179640579, 583676.9430191622 6148690.482739597, 583641.6293381342 6148670.649028335, 583626.8799415036 6148687.917876687, 583645.217561622 6148837.952950384, 584091.9886699623 6149104.681970289, 583868.8300562908 6149467.753295754, 583253.7263661466 6149144.047915071, 583047.1761869041 6149026.894821138, 582868.7178128551 6149071.931634778, 582841.1327645006 6149011.131936364, 583144.4839340021 6148823.49319073, 583438.9992776796 6148629.993885638, 583477.9647162335 6148576.416407626, 583311.0236742173 6148325.316535158, 583132.1492912922 6147966.747367586, 582659.9048771174 6147311.387772406, 582054.4677839512 6146948.576086173, 581685.9336234931 6146718.394443133))"
52,781,D_DU_RM_CL_15       ,D ,"POLYGON ((579056.2142511826 6151218.254422389, 578878.3175585009 6151198.276718933, 578864.9990895301 6151284.846767242, 578581.5059642938 6151255.355871664, 578599.5810293257 6151122.171181957, 579203.4957388083 6151186.044150968, 579434.9761032182 6151480.395725461, 579372.1048931315 6151671.867137996, 579416.5635719075 6151683.157383983, 579389.6884582189 6151771.11230151, 579234.9313438516 6151737.596130358, 579237.7891261283 6151583.2758874195, 579040.6021490383 6151548.9825001005, 579017.739890825 6151423.240079928, 579056.2142511826 6151218.254422389))"
53,942,G_DU_RM_CL_11       ,G ,"POLYGON ((569081.8328582769 6145948.413085134, 569293.9868328247 6145853.137537815, 569731.0792039302 6145798.286756165, 570180.6956440439 6145741.864327378, 570296.4806189149 6145659.259934216, 570553.893058607 6145475.614358468, 571177.4625534023 6145026.756038809, 571188.129936154 6145148.218452211, 571204.1558250315 6145251.403531634, 571240.4270479647 6145414.271288905, 571266.3389078374 6145530.622659576, 571293.5023859001 6145652.594139828, 571326.446372475 6145800.52169162, 571279.4856504587 6145842.503839846, 571151.7787615566 6145930.953492273, 570969.8173551073 6146061.725565585, 570664.0110353233 6146281.502535058, 569906.7459641853 6146825.734003328, 569869.1107035399 6146852.239751719, 569458.3851001483 6146455.677100169, 568907.1394842413 6146132.239451004, 568898.1455105661 6146051.415336186, 569081.8328582769 6145948.413085134))"
54,943,G_DU_RM_CL_12       ,G ,"POLYGON ((569906.7459641853 6146825.734003328, 570664.0110353233 6146281.502535058, 570969.8173551073 6146061.725565585, 571151.7787615566 6145930.953492273, 571279.4856504587 6145842.503839846, 571342.8462780777 6146138.326040297, 571320.9425948741 6146588.9160947725, 571240.8138010673 6146651.29019758, 571132.2279707777 6146735.815914493, 571049.6391899775 6146800.104927963, 570860.7869647293 6146942.79234037, 570860.7869647293 6146942.79234037, 570331.6667234037 6147342.508729056, 570301.4488501174 6147305.758740168, 570306.2360100562 6147301.618975936, 570202.3458758722 6147172.981888072, 570197.0631095322 6147178.808217534, 569906.7459641853 6146825.734003328))"
55,141,G_DU_RM_CL_04       ,G ,"POLYGON ((572347.6504057491 6145053.754144248, 572446.196261518 6144983.09295486, 572518.642981585 6144930.09071481, 572603.495973664 6144868.01225075, 572766.795045816 6144748.54242664, 572858.666021902 6144681.32937058, 572909.687589949 6144644.00201054, 572999.827238033 6144578.05564248, 573046.684966077 6144543.77442645, 573047.100710077 6144543.46953045, 573401.6320323626 6144283.236834523, 573736.6539201243 6144692.887503579, 574103.107452539 6145119.593503589, 574269.0486747646 6145305.289633223, 573930.875430901 6145552.09545139, 573865.62103084 6145599.72066743, 573865.392166839 6145599.88783543, 573704.85098269 6145717.05673154, 573543.74429454 6145834.63855565, 573446.60381445 6145905.53545172, 573361.73623037 6145967.47516377, 573289.599526303 6146020.12335582, 573248.4667167966 6146047.582209882, 573120.4105811821 6146139.94022944, 573063.7615410239 6146029.729028551, 572782.5174975365 6145642.577186246, 572767.5126755915 6145624.156002648, 572709.7320601629 6145550.241838756, 572698.9680118143 6145535.492634118, 572433.3561846615 6145160.749893722, 572347.6504057491 6145053.754144248))"
56,142,F_DU_RM_CL_03       ,F ,"POLYGON ((579145.405227757 6141483.6896876, 579202.04573981 6142410.23330446, 579331.7717714274 6142601.264022252, 579225.625899832 6143364.09058535, 579211.800363819 6143413.8324094, 579084.6254517 6143626.62524159, 579064.848683682 6143690.80956165, 578921.084203548 6143627.24808959, 578849.2053332262 6143597.193457116, 578639.0832119209 6143312.653084516, 578389.9477191706 6142969.857522249, 578213.2207479827 6142880.0851374995, 578224.723242899 6142655.73167269, 578245.328272495 6142533.57186895, 578264.831536513 6142399.28338883, 578265.7111409559 6142391.314133105, 578289.99479496 6142268.17199233, 578337.5883138715 6142213.60929283, 578444.8451143444 6142093.086777526, 578536.6724111559 6141990.166250227, 578780.6662663284 6141739.881004728, 578879.548785086 6141640.42578812, 578948.3617359339 6141569.877327468, 579037.067307656 6141502.08789562, 579145.405227757 6141483.6896876))"
57,143,F_DU_RM_CL_02       ,F ,"POLYGON ((579521.2725249777 6141009.315859583, 579611.7768394286 6141059.6966894595, 579692.7393394287 6141401.538356125, 579775.2893394288 6141393.600856126, 579810.7435060954 6141400.480022794, 580199.6810060953 6141552.350856125, 580303.9268394287 6141557.642522793, 580789.3871209626 6141936.956217602, 580692.8469037253 6142081.00161453, 580852.2089238602 6142329.761841082, 580886.6589715645 6142286.581846996, 580922.172737578 6142314.214326923, 581019.3447010749 6142191.7776529165, 581023.6560734545 6142114.868469406, 581104.8059751927 6142166.3517479515, 581042.6659723142 6142423.046926039, 581097.0822718724 6142566.861432015, 581015.4578225351 6142599.899899604, 580957.1546444369 6142461.915711437, 580887.1908307192 6142401.66909407, 580764.754156713 6142386.12157991, 580247.7993109096 6142545.4836000465, 580000.9825236275 6142555.200796396, 579831.8198962202 6142456.336446736, 579725.283731437 6142508.164851225, 579385.5197464532 6142679.0066289855, 579331.7717714274 6142601.264022252, 579202.04573981 6142410.23330446, 579145.405227757 6141483.6896876, 579119.2216015809 6141363.033645813, 579244.2759631185 6141259.284842169, 579323.0138944571 6141187.03121106, 579521.2725249777 6141009.315859583))"
58,145,F_DU_RM_CL_04       ,F ,"POLYGON ((578213.2207479827 6142880.0851374995, 578389.9477191706 6142969.857522249, 578639.0832119209 6143312.653084516, 578849.2053332262 6143597.193457116, 578921.084203548 6143627.24808959, 579062.6387350665 6143691.445603094, 579077.4790037312 6143695.201002851, 579054.0819698821 6143799.6567573035, 579030.2227806111 6143892.5001242515, 579156.2050206189 6144128.945249221, 579025.0287575405 6144200.336404866, 578916.7854075878 6144157.318657234, 578899.3563936123 6144157.318657234, 578649.4959283386 6143869.791876928, 578071.614506757 6144364.65557828, 577740.0051016271 6144435.590067868, 577201.250601805 6143648.421722673, 577954.429520224 6143082.06447746, 578213.2207479827 6142880.0851374995))"
59,146,F_DU_RM_CL_05       ,F ,"POLYGON ((579385.5197464532 6142679.0066289855, 579725.283731437 6142508.164851225, 580165.9154992342 6143398.204051885, 580207.716396746 6143382.22178537, 580484.5187451958 6144088.998245733, 580533.092397049 6144228.24009015, 580559.6566674096 6144287.6580880545, 580949.4761996716 6144145.011192969, 581021.4145045213 6144355.292391758, 580581.1766731337 6144531.756438696, 580356.1783169862 6144373.714360783, 580062.1648168049 6144147.690819744, 580023.2695024714 6144111.862177077, 579687.4417549267 6144285.393987147, 579524.9260074291 6143967.349615668, 579482.9711851097 6143954.61333032, 579154.0877260814 6144129.179388373, 579030.6516874417 6143892.104684704, 579044.6998823285 6143840.042016282, 579062.7618471831 6143765.952834297, 579077.4790037312 6143695.868472959, 579064.848683682 6143690.80956165, 579084.6254517 6143626.62524159, 579211.800363819 6143413.8324094, 579225.625899832 6143364.09058535, 579298.7690499806 6142839.9176300615, 579331.7717714274 6142601.264022252, 579385.5197464532 6142679.0066289855))"
60,147,F_DU_RM_CL_06       ,F ,"POLYGON ((579831.8198962202 6142456.336446736, 580001.129004554 6142556.0903286, 580248.7328567472 6142544.698108572, 580758.94762926 6142384.28360844, 580890.8109579359 6142403.421439873, 580959.0134876525 6142461.880751059, 581014.5498332789 6142599.260132346, 581101.2644782042 6142566.133189341, 581123.6738808253 6142799.970434084, 581025.2673736629 6142845.76356118, 581049.6254199902 6143064.9859781265, 581107.574829584 6143345.12866533, 581130.094893605 6143335.85480932, 581334.3017534267 6143764.415740396, 581456.8919545835 6144073.409096084, 581106.1360874696 6144212.737121076, 580984.3458558329 6143899.979806232, 580484.5187451958 6144088.998245733, 580207.716396746 6143382.22178537, 580164.9411773811 6143397.229730031, 579725.283731437 6142508.164851225, 579831.8198962202 6142456.336446736))"
61,148,F_DU_RM_CL_07       ,F ,"POLYGON ((578909.8383444952 6144165.88582843, 578917.3302770521 6144157.644702617, 579024.464912618 6144199.599524937, 579482.9711851097 6143954.61333032, 579524.9260074291 6143967.349615668, 579700.660268274 6144301.85442622, 579734.3735815105 6144365.443656567, 579714.945068287 6144483.12853839, 579715.3166586896 6144533.491066897, 579729.061420301 6144596.1190025, 579781.1496647976 6144702.1159597365, 579904.7309218775 6144890.375257907, 579961.574700517 6145013.03369089, 579982.1135781799 6145123.100709326, 579982.3060723497 6145221.33048423, 580007.301440312 6145380.734906332, 579544.1797169347 6145316.595848919, 579137.6512795099 6145261.417395114, 578852.3267961665 6145221.33048423, 578585.8667414738 6145182.658405497, 578246.802313196 6145138.3386743395, 578223.2119852329 6145137.257499747, 577948.4861774561 6144742.557480646, 578662.3102805944 6144824.093423461, 578688.713515332 6144708.1694346, 578909.8383444952 6144165.88582843))"
62,150,F_DU_RM_CL_09       ,F ,"POLYGON ((580152.2860277398 6145410.726529435, 579910.9290939053 6145943.024672907, 579883.541864679 6146046.208611833, 579885.5948703602 6146069.660904079, 580110.4301435018 6146168.872693519, 579863.6677359983 6146486.487673475, 579786.0224037198 6146442.841192093, 579746.1275439052 6146595.201422906, 579674.2818714282 6146584.614697911, 579455.1314903838 6146549.741359253, 579468.6877359983 6146438.4374478925, 579315.4658212663 6146419.240856296, 579338.5776623429 6146213.952306129, 578581.1476344622 6146122.761811679, 578558.6482722614 6145936.604088296, 578547.2288087338 6145606.584459157, 578223.2119852329 6145137.257499747, 578246.802313196 6145138.3386743395, 578585.8667414738 6145182.658405497, 578868.3615605197 6145223.216927095, 579137.6512795099 6145261.417395114, 579544.1797169347 6145316.595848919, 580007.301440312 6145380.734906332, 580008.1895139582 6145393.942385609, 580152.2860277398 6145410.726529435))"
63,152,D_DU_RM_CL_08       ,D ,"POLYGON ((577201.250601805 6143648.421722673, 577740.0051016271 6144435.590067868, 577959.1914981559 6144755.840929999, 578223.2119852329 6145137.257499747, 577556.43683961 6145058.52092252, 576572.0535601013 6144940.627694509, 576579.2306372172 6144860.397496946, 576557.3122510026 6144659.478956645, 576495.018126865 6144501.13759879, 576437.763694812 6144225.97737453, 576415.388430791 6144118.44355043, 576807.748495156 6144025.31718234, 576859.7681140004 6143914.308850581, 576894.5246013087 6143890.848221648, 576889.3111282125 6143850.878261243, 577201.250601805 6143648.421722673))"
64,153,D_DU_RM_CL_09       ,D ,"POLYGON ((578223.2119852329 6145137.257499747, 578547.2288087338 6145606.584459157, 578558.6482722614 6145936.604088296, 578581.1476344622 6146122.761811679, 578644.8641492608 6146456.363674345, 578375.0452409275 6146417.340278512, 578213.3768867607 6146440.754316011, 577930.1785284273 6146432.949636845, 577662.5895284273 6146427.374866012, 577367.1266742606 6146417.340278512, 577198.0189520741 6146410.300501589, 577276.6832105801 6146001.23859264, 577283.3575805142 6145883.899579802, 577301.3365925701 6145619.776532614, 577319.4179746852 6145622.964858384, 577343.7141504647 6145410.373320313, 577328.5659243495 6145407.379198826, 577341.1916780332 6145329.588264837, 577556.43683961 6145058.52092252, 578223.2119852329 6145137.257499747))"
65,155,F_DU_RM_CL_10       ,F ,"POLYGON ((579674.2818714282 6146584.614697911, 579674.5874533375 6146729.880366827, 579592.4863555123 6146884.78803083, 579530.439468116 6147100.86575683, 579289.0536983619 6147037.007894889, 579266.91869987 6147211.04687693, 579104.392235719 6147179.1590049, 579639.573327434 6147952.8675842695, 579686.245827434 6147881.112584271, 579808.786732375 6147664.69065335, 580221.407276759 6147907.73602958, 580047.772204597 6148217.16630187, 579832.489772397 6148342.67132599, 578972.998443596 6148228.30716588, 578581.1476344622 6146122.761811679, 579338.5776623429 6146213.952306129, 579315.4658212663 6146419.240856296, 579468.6877359983 6146438.4374478925, 579455.1314903838 6146549.741359253, 579674.2818714282 6146584.614697911))"
