"TRAYECTO","DESCRIPCION","NOMENCLATURA_CIRCUITO"
640,"C.C.Z.  9 REC:  38",""
641,"C.C.Z.  9 REC:  39",""
642,"C.C.Z.  9 REC:  40",""
643,"C.C.Z.  3 REC:  26",""
644,"C.C.Z.  3 REC:  27",""
645,"C.C.Z.  3 REC:  28",""
646,"C.C.Z.  3 REC:  29",""
647,"C.C.Z.  3 REC:  30",""
648,"C.C.Z.  3 REC:  31",""
649,"C.C.Z.  3 REC:  32",""
650,"C.C.Z.  3 REC:  33",""
651,"C.C.Z.  3 REC:  34",""
652,"C.C.Z.  3 REC:  35",""
653,"C.C.Z.  3 REC:  36",""
654,"C.C.Z.  3 REC:  37",""
655,"C.C.Z.  3 REC:  38",""
656,"C.C.Z.  3 REC:  39",""
657,"C.C.Z.  3 REC:  40",""
658,"C.C.Z.  10  REC.  26",""
659,"C.C.Z.  10  REC.  27",""
660,"C.C.Z.  10  REC.  28",""
661,"C.C.Z.  18  REC.  31",""
662,"C.C.Z.  14  REC.  52",""
663,"C.C.Z  3  REC.  41",""
664,"C.C.Z  3  REC.  42",""
665,"C.C.Z  3  REC.  43",""
666,"C.C.Z  3  REC.  44",""
667,"C.C.Z  3  REC.  45",""
668,"C.C.Z  3  REC.  46",""
669,"C.C.Z  3  REC.  47",""
670,"C.C.Z  3  REC.  48",""
671,"C.C.Z  3  REC.  49",""
672,"C.C.Z  3  REC.  50",""
673,"C.C.Z  3  REC.  51",""
674,"C.C.Z  3  REC.  52",""
675,"C.C.Z  3  REC.  53",""
676,"C.C.Z  3  REC.  54",""
677,"C.C.Z  3  REC.  55",""
678,"C.C.Z  3  REC.  56",""
679,"C.C.Z  3  REC.  57",""
680,"C.C.Z  3  REC.  58",""
681,"C.C.Z  3  REC.  59",""
682,"C.C.Z  3  REC.  60",""
683,"C.C.Z  3  REC.  61",""
684,"C.C.Z  3  REC.  62",""
685,"C.C.Z  3  REC.  63",""
686,"C.C.Z  3  REC.  64",""
687,"C.C.Z  3  REC.  65",""
688,"C.C.Z  3  REC.  66",""
689,"C.C.Z  3  REC.  67",""
690,"C.C.Z  3  REC.  68",""
691,"C.C.Z  3  REC.  69",""
692,"C.C.Z  3  REC.  70",""
693,"C.C.Z  4  REC.  41",""
694,"C.C.Z  4  REC.  42",""
695,"C.C.Z  4  REC.  43",""
696,"C.C.Z  4  REC.  44",""
697,"C.C.Z  4  REC.  45",""
698,"C.C.Z  4  REC.  46",""
699,"C.C.Z  4  REC.  47",""
700,"C.C.Z  4  REC.  48",""
701,"C.C.Z  4  REC.  49",""
702,"C.C.Z  4  REC.  50",""
703,"C.C.Z  4  REC.  51",""
704,"C.C.Z  4  REC.  52",""
705,"C.C.Z  4  REC.  53",""
706,"C.C.Z  4  REC.  54",""
707,"C.C.Z  4  REC.  55",""
708,"C.C.Z  4  REC.  56",""
709,"C.C.Z  4  REC.  57",""
710,"C.C.Z  4  REC.  58",""
711,"C.C.Z  4  REC.  59",""
712,"C.C.Z  4  REC.  60",""
713,"C.C.Z  4  REC.  61",""
714,"C.C.Z  4  REC.  62",""
715,"C.C.Z  4  REC.  63",""
716,"C.C.Z  4  REC.  64",""
717,"C.C.Z  4  REC.  65",""
718,"C.C.Z  4  REC.  66",""
719,"C.C.Z  4  REC.  67",""
720,"C.C.Z  4  REC.  68",""
721,"C.C.Z  4  REC.  69",""
722,"C.C.Z  4  REC.  70",""
723,"C.C.Z  6  REC.  41",""
724,"C.C.Z  6  REC.  42",""
725,"C.C.Z  6  REC.  43",""
726,"C.C.Z  6  REC.  44",""
727,"C.C.Z  6  REC.  45",""
728,"C.C.Z  6  REC.  46",""
729,"C.C.Z  6  REC.  47",""
730,"C.C.Z  6  REC.  48",""
731,"C.C.Z  6  REC.  49",""
732,"C.C.Z  6  REC.  50",""
733,"C.C.Z  6  REC.  51",""
734,"C.C.Z  6  REC.  52",""
735,"C.C.Z  6  REC.  53",""
736,"C.C.Z  6  REC.  54",""
737,"C.C.Z  6  REC.  55",""
738,"C.C.Z  6  REC.  56",""
739,"C.C.Z  6  REC.  57",""
740,"C.C.Z  6  REC.  58",""
741,"C.C.Z  6  REC.  59",""
742,"C.C.Z  6  REC.  60",""
743,"C.C.Z  6  REC.  61",""
744,"C.C.Z  6  REC.  62",""
745,"C.C.Z  6  REC.  63",""
746,"C.C.Z  6  REC.  64",""
747,"C.C.Z  6  REC.  65",""
748,"C.C.Z  6  REC.  66",""
749,"C.C.Z  6  REC.  67",""
750,"C.C.Z  6  REC.  68",""
751,"C.C.Z  6  REC.  69",""
752,"C.C.Z  6  REC.  70",""
753,"C.C.Z  7  REC.  41",""
754,"C.C.Z  7  REC.  42",""
755,"C.C.Z  7  REC.  43",""
756,"C.C.Z  7  REC.  44",""
757,"C.C.Z  7  REC.  45",""
758,"C.C.Z  7  REC.  46",""
759,"C.C.Z  7  REC.  47",""
760,"C.C.Z  7  REC.  48",""
761,"C.C.Z  7  REC.  49",""
762,"C.C.Z  7  REC.  50",""
763,"C.C.Z  7  REC.  51",""
764,"C.C.Z  7  REC.  52",""
765,"C.C.Z  7  REC.  53",""
766,"C.C.Z  7  REC.  54",""
767,"C.C.Z  7  REC.  55",""
768,"C.C.Z  7  REC.  56",""
769,"C.C.Z  7  REC.  57",""
770,"C.C.Z  7  REC.  58",""
771,"C.C.Z  7  REC.  59",""
772,"C.C.Z  7  REC.  60",""
773,"C.C.Z  7  REC.  61",""
774,"C.C.Z  7  REC.  62",""
775,"C.C.Z  7  REC.  63",""
776,"C.C.Z  7  REC.  64",""
777,"C.C.Z  7  REC.  65",""
778,"C.C.Z  7  REC.  66",""
779,"C.C.Z  7  REC.  67",""
780,"C.C.Z  7  REC.  68",""
781,"C.C.Z  7  REC.  69",""
782,"C.C.Z  7  REC.  70",""
783,"C.C.Z  9  REC.  41",""
784,"C.C.Z  9  REC.  42",""
785,"C.C.Z  9  REC.  43",""
786,"C.C.Z  9  REC.  44",""
787,"C.C.Z  9  REC.  45",""
788,"C.C.Z  9  REC.  46",""
789,"C.C.Z  9  REC.  47",""
790,"C.C.Z  9  REC.  48",""
791,"C.C.Z  9  REC.  49",""
792,"C.C.Z  9  REC.  50",""
793,"C.C.Z  9  REC.  51",""
794,"C.C.Z  9  REC.  52",""
795,"C.C.Z  9  REC.  53",""
796,"C.C.Z  9  REC.  54",""
797,"C.C.Z  9  REC.  55",""
798,"C.C.Z  9  REC.  56",""
799,"C.C.Z  9  REC.  57",""
800,"C.C.Z  9  REC.  58",""
801,"C.C.Z  9  REC.  59",""
802,"C.C.Z  9  REC.  60",""
803,"C.C.Z  9  REC.  61",""
804,"C.C.Z  9  REC.  62",""
805,"C.C.Z  9  REC.  63",""
806,"C.C.Z  9  REC.  64",""
807,"C.C.Z  9  REC.  65",""
808,"C.C.Z  9  REC.  66",""
809,"C.C.Z  9  REC.  67",""
810,"C.C.Z  9  REC.  68",""
811,"C.C.Z  9  REC.  69",""
812,"C.C.Z  9  REC.  70",""
813,"C.C.Z  10  REC.  41",""
814,"C.C.Z  10  REC.  42",""
815,"C.C.Z  10  REC.  43",""
816,"C.C.Z  10  REC.  44",""
817,"C.C.Z  10  REC.  45",""
818,"C.C.Z  10  REC.  46",""
819,"C.C.Z  10  REC.  47",""
820,"C.C.Z  10  REC.  48",""
821,"C.C.Z  10  REC.  49",""
822,"C.C.Z  10  REC.  50",""
823,"C.C.Z  10  REC.  51",""
824,"C.C.Z  10  REC.  52",""
825,"C.C.Z  10  REC.  53",""
826,"C.C.Z  10  REC.  54",""
827,"C.C.Z  10  REC.  55",""
828,"C.C.Z  10  REC.  56",""
829,"C.C.Z  10  REC.  57",""
830,"C.C.Z  10  REC.  58",""
831,"C.C.Z  10  REC.  59",""
832,"C.C.Z  10  REC.  60",""
833,"C.C.Z  10  REC.  61",""
834,"C.C.Z  10  REC.  62",""
835,"C.C.Z  10  REC.  63",""
836,"C.C.Z  10  REC.  64",""
837,"C.C.Z  10  REC.  65",""
838,"C.C.Z  10  REC.  66",""
839,"C.C.Z  10  REC.  67",""
840,"C.C.Z  10  REC.  68",""
841,"C.C.Z  10  REC.  69",""
842,"C.C.Z  10  REC.  70",""
843,"C.C.Z  11  REC.  41",""
844,"C.C.Z  11  REC.  42",""
845,"C.C.Z  11  REC.  43",""
846,"C.C.Z  11  REC.  44",""
847,"C.C.Z  11  REC.  45",""
848,"C.C.Z  11  REC.  46",""
849,"C.C.Z  11  REC.  47",""
850,"C.C.Z  11  REC.  48",""
851,"C.C.Z  11  REC.  49",""
852,"C.C.Z  11  REC.  50",""
853,"C.C.Z  11  REC.  51",""
854,"C.C.Z  11  REC.  52",""
855,"C.C.Z  11  REC.  53",""
856,"C.C.Z  11  REC.  54",""
857,"C.C.Z  11  REC.  55",""
858,"C.C.Z  11  REC.  56",""
859,"C.C.Z  11  REC.  57",""
860,"C.C.Z  11  REC.  58",""
861,"C.C.Z  11  REC.  59",""
862,"C.C.Z  11  REC.  60",""
863,"C.C.Z  11  REC.  61",""
864,"C.C.Z  11  REC.  62",""
865,"C.C.Z  11  REC.  63",""
866,"C.C.Z  11  REC.  64",""
867,"C.C.Z  11  REC.  65",""
868,"C.C.Z  11  REC.  66",""
869,"C.C.Z  11  REC.  67",""
870,"C.C.Z  11  REC.  68",""
871,"C.C.Z  11  REC.  69",""
872,"C.C.Z  11  REC.  70",""
873,"C.C.Z  14  REC.  41",""
874,"C.C.Z  14  REC.  42",""
875,"C.C.Z  14  REC.  43",""
876,"C.C.Z  14  REC.  44",""
877,"C.C.Z  14  REC.  45",""
878,"C.C.Z  14  REC.  46",""
879,"C.C.Z  14  REC.  47",""
880,"C.C.Z  14  REC.  48",""
881,"C.C.Z  14  REC.  49",""
882,"C.C.Z  14  REC.  50",""
883,"C.C.Z  14  REC.  51",""
884,"C.C.Z  14  REC.  53",""
885,"C.C.Z  14  REC.  54",""
886,"C.C.Z  14  REC.  55",""
887,"C.C.Z  14  REC.  56",""
888,"C.C.Z  14  REC.  57",""
889,"C.C.Z  14  REC.  58",""
890,"C.C.Z  14  REC.  59",""
891,"C.C.Z  14  REC.  60",""
892,"C.C.Z  14  REC.  61",""
893,"C.C.Z  14  REC.  62",""
894,"C.C.Z  14  REC.  63",""
895,"C.C.Z  14  REC.  64",""
896,"C.C.Z  14  REC.  65",""
897,"C.C.Z  14  REC.  66",""
898,"C.C.Z  14  REC.  67",""
899,"C.C.Z  14  REC.  68",""
900,"C.C.Z  14  REC.  69",""
901,"C.C.Z  14  REC.  70",""
902,"C.C.Z  16  REC.  41",""
903,"C.C.Z  16  REC.  42",""
904,"C.C.Z  16  REC.  43",""
905,"C.C.Z  16  REC.  44",""
906,"C.C.Z  16  REC.  45",""
907,"C.C.Z  16  REC.  46",""
908,"C.C.Z  16  REC.  47",""
909,"C.C.Z  16  REC.  48",""
910,"C.C.Z  16  REC.  49",""
911,"C.C.Z  16  REC.  50",""
912,"C.C.Z  16  REC.  51",""
913,"C.C.Z  16  REC.  52",""
914,"C.C.Z  16  REC.  53",""
915,"C.C.Z  16  REC.  54",""
916,"C.C.Z  16  REC.  55",""
917,"C.C.Z  16  REC.  56",""
918,"C.C.Z  16  REC.  57",""
919,"C.C.Z  16  REC.  58",""
920,"C.C.Z  16  REC.  59",""
921,"C.C.Z  16  REC.  60",""
922,"C.C.Z  16  REC.  61",""
923,"C.C.Z  16  REC.  62",""
924,"C.C.Z  16  REC.  63",""
925,"C.C.Z  16  REC.  64",""
926,"C.C.Z  16  REC.  65",""
927,"C.C.Z  16  REC.  66",""
928,"C.C.Z  16  REC.  67",""
929,"C.C.Z  16  REC.  68",""
930,"C.C.Z  16  REC.  69",""
931,"C.C.Z  16  REC.  70",""
932,"C.C.Z  17  REC.  41",""
933,"C.C.Z  17  REC.  42",""
934,"C.C.Z  17  REC.  43",""
935,"C.C.Z  17  REC.  44",""
936,"C.C.Z  17  REC.  45",""
937,"C.C.Z  17  REC.  46",""
938,"C.C.Z  17  REC.  47",""
939,"C.C.Z  17  REC.  48",""
940,"C.C.Z  17  REC.  49",""
941,"C.C.Z  17  REC.  50",""
942,"C.C.Z  17  REC.  51",""
943,"C.C.Z  17  REC.  52",""
944,"C.C.Z  17  REC.  53",""
945,"C.C.Z  17  REC.  54",""
946,"C.C.Z  17  REC.  55",""
947,"C.C.Z  17  REC.  56",""
948,"C.C.Z  17  REC.  57",""
949,"C.C.Z  17  REC.  58",""
950,"C.C.Z  17  REC.  59",""
951,"C.C.Z  17  REC.  60",""
952,"C.C.Z  17  REC.  61",""
953,"C.C.Z  17  REC.  62",""
954,"C.C.Z  17  REC.  63",""
955,"C.C.Z  17  REC.  64",""
956,"C.C.Z  17  REC.  65",""
957,"C.C.Z  17  REC.  66",""
958,"C.C.Z  17  REC.  67",""
959,"C.C.Z  17  REC.  68",""
960,"C.C.Z  17  REC.  69",""
961,"C.C.Z  17  REC.  70",""
962,"C.C.Z  18  REC.  41",""
963,"C.C.Z  18  REC.  42",""
964,"C.C.Z  18  REC.  43",""
965,"C.C.Z  18  REC.  44",""
966,"C.C.Z  18  REC.  45",""
967,"C.C.Z  18  REC.  46",""
968,"C.C.Z  18  REC.  47",""
969,"C.C.Z  18  REC.  48",""
970,"C.C.Z  18  REC.  49",""
971,"C.C.Z  18  REC.  50",""
972,"C.C.Z  18  REC.  51",""
973,"C.C.Z  18  REC.  52",""
974,"C.C.Z  18  REC.  53",""
975,"C.C.Z  18  REC.  54",""
976,"C.C.Z  18  REC.  55",""
977,"C.C.Z  18  REC.  56",""
978,"C.C.Z  18  REC.  57",""
979,"C.C.Z  18  REC.  58",""
980,"C.C.Z  18  REC.  59",""
981,"C.C.Z  18  REC.  60",""
982,"C.C.Z  18  REC.  61",""
983,"C.C.Z  18  REC.  62",""
984,"C.C.Z  18  REC.  63",""
985,"C.C.Z  18  REC.  64",""
986,"C.C.Z  18  REC.  65",""
987,"C.C.Z  18  REC.  66",""
988,"C.C.Z  18  REC.  67",""
989,"C.C.Z  18  REC.  68",""
990,"C.C.Z  18  REC.  69",""
991,"C.C.Z  18  REC.  70",""
992,"Tipo Rec: JORNADAS SOLIDARIAS - REGION OESTE",""
993,"Tipo Rec: JORNADAS SOLIDARIAS - REGION CENTRO",""
994,"Tipo Rec: JORNADAS SOLIDARIAS - REGION ESTE",""
995,"C.C.Z.  7  REC.  8",""
996,"C.C.Z.  8  REC.  7",""
998,"C.C.Z  12  REC.  1",""
999,"C.C.Z  12  REC.  2",""
1000,"C.C.Z  12  REC.  3",""
1001,"C.C.Z  12  REC.  4",""
1002,"C.C.Z  12  REC.  5",""
1003,"C.C.Z  12  REC.  6",""
1004,"C.C.Z  12  REC.  7",""
1005,"C.C.Z  12  REC.  8",""
1006,"C.C.Z  12  REC.  9",""
1007,"C.C.Z  12  REC.  10",""
1008,"C.C.Z  12  REC.  11",""
1009,"C.C.Z  12  REC.  12",""
1010,"C.C.Z  12  REC.  13",""
1011,"C.C.Z  12  REC.  14",""
1012,"C.C.Z  12  REC.  15",""
1013,"C.C.Z  12  REC.  16",""
1014,"C.C.Z  12  REC.  17",""
1015,"C.C.Z  12  REC.  18",""
1016,"C.C.Z  12  REC.  19",""
1017,"C.C.Z  12  REC.  20",""
1018,"C.C.Z  12  REC.  21",""
1019,"C.C.Z  12  REC.  22",""
1020,"C.C.Z  12  REC.  23",""
1021,"C.C.Z  12  REC.  24",""
1022,"C.C.Z  12  REC.  25",""
1023,"C.C.Z  12  REC.  26",""
1024,"C.C.Z  12  REC.  27",""
1025,"C.C.Z  12  REC.  28",""
1026,"C.C.Z  12  REC.  29",""
1027,"C.C.Z  12  REC.  30",""
1028,"C.C.Z  12  REC.  31",""
1029,"C.C.Z  12  REC.  32",""
1030,"C.C.Z  12  REC.  33",""
1031,"C.C.Z  12  REC.  34",""
1032,"C.C.Z  12  REC.  35",""
1033,"C.C.Z  12  REC.  36",""
1034,"C.C.Z  12  REC.  37",""
1035,"C.C.Z  12  REC.  38",""
1036,"C.C.Z  12  REC.  39",""
1037,"C.C.Z  12  REC.  40",""
1038,"C.C.Z  12  REC.  41",""
1039,"C.C.Z  12  REC.  42",""
1040,"C.C.Z  12  REC.  43",""
1041,"C.C.Z  12  REC.  44",""
1042,"C.C.Z  12  REC.  45",""
1043,"C.C.Z  12  REC.  46",""
1044,"C.C.Z  12  REC.  47",""
1045,"C.C.Z  12  REC.  48",""
1046,"C.C.Z  12  REC.  49",""
1047,"C.C.Z  12  REC.  50",""
1048,"C.C.Z  12  REC.  51",""
1049,"C.C.Z  12  REC.  52",""
1050,"C.C.Z  12  REC.  53",""
1051,"C.C.Z  12  REC.  54",""
1052,"C.C.Z  12  REC.  55",""
1053,"C.C.Z  12  REC.  56",""
1054,"C.C.Z  12  REC.  57",""
1055,"C.C.Z  12  REC.  58",""
1056,"C.C.Z  12  REC.  59",""
1057,"C.C.Z  12  REC.  60",""
1058,"C.C.Z  12  REC.  61",""
1059,"C.C.Z  12  REC.  62",""
1060,"C.C.Z  12  REC.  63",""
1061,"C.C.Z  12  REC.  64",""
1062,"C.C.Z  12  REC.  65",""
1063,"C.C.Z  12  REC.  66",""
1064,"C.C.Z  12  REC.  67",""
1065,"C.C.Z  12  REC.  68",""
1066,"C.C.Z  12  REC.  69",""
1067,"C.C.Z  12  REC.  70",""
1068,"C.C.Z  13  REC.  1",""
1069,"C.C.Z  13  REC.  2",""
1070,"C.C.Z  13  REC.  3",""
1071,"C.C.Z  13  REC.  4",""
1072,"C.C.Z  13  REC.  5",""
1073,"C.C.Z  13  REC.  6",""
1074,"C.C.Z  13  REC.  7",""
1075,"C.C.Z  13  REC.  8",""
1076,"C.C.Z  13  REC.  9",""
1077,"C.C.Z  13  REC.  10",""
1078,"C.C.Z  13  REC.  11",""
1079,"C.C.Z  13  REC.  12",""
1080,"C.C.Z  13  REC.  13",""
1081,"C.C.Z  13  REC.  14",""
1082,"C.C.Z  13  REC.  15",""
1083,"C.C.Z  13  REC.  16",""
1084,"C.C.Z  13  REC.  17",""
1085,"C.C.Z  13  REC.  18",""
1086,"C.C.Z  13  REC.  19",""
1087,"C.C.Z  13  REC.  20",""
1088,"C.C.Z  13  REC.  21",""
1089,"C.C.Z  13  REC.  22",""
1090,"C.C.Z  13  REC.  23",""
1091,"C.C.Z  13  REC.  24",""
1092,"C.C.Z  13  REC.  25",""
1093,"C.C.Z  13  REC.  26",""
1094,"C.C.Z  13  REC.  27",""
1095,"C.C.Z  13  REC.  28",""
1096,"C.C.Z  13  REC.  29",""
1097,"C.C.Z  13  REC.  30",""
1098,"C.C.Z  13  REC.  31",""
1099,"C.C.Z  13  REC.  32",""
1100,"C.C.Z  13  REC.  33",""
1101,"C.C.Z  13  REC.  34",""
1102,"C.C.Z  13  REC.  35",""
1103,"C.C.Z  13  REC.  36",""
1104,"C.C.Z  13  REC.  37",""
1105,"C.C.Z  13  REC.  38",""
1106,"C.C.Z  13  REC.  39",""
1107,"C.C.Z  13  REC.  40",""
1108,"C.C.Z  13  REC.  41",""
1109,"C.C.Z  13  REC.  42",""
1110,"C.C.Z  13  REC.  43",""
1111,"C.C.Z  13  REC.  44",""
1112,"C.C.Z  13  REC.  45",""
1113,"C.C.Z  13  REC.  46",""
1114,"C.C.Z  13  REC.  47",""
1115,"C.C.Z  13  REC.  48",""
1116,"C.C.Z  13  REC.  49",""
1117,"C.C.Z  13  REC.  50",""
1118,"C.C.Z  13  REC.  51",""
1119,"C.C.Z  13  REC.  52",""
1120,"C.C.Z  13  REC.  53",""
1121,"C.C.Z  13  REC.  54",""
1122,"C.C.Z  13  REC.  55",""
1123,"C.C.Z  13  REC.  56",""
1124,"C.C.Z  13  REC.  57",""
1125,"C.C.Z  13  REC.  58",""
1126,"C.C.Z  13  REC.  59",""
1127,"C.C.Z  13  REC.  60",""
1128,"C.C.Z  13  REC.  61",""
1129,"C.C.Z  13  REC.  62",""
1130,"C.C.Z  13  REC.  63",""
1131,"C.C.Z  13  REC.  64",""
1132,"C.C.Z  13  REC.  65",""
1133,"C.C.Z  13  REC.  66",""
1134,"C.C.Z  13  REC.  67",""
1135,"C.C.Z  13  REC.  68",""
1136,"C.C.Z  13  REC.  69",""
1137,"C.C.Z  13  REC.  70",""
1138,"C.C.Z.  17  REC.  12",""
1139,"C.C.Z.  15  REC.  8",""
1140,"C.C.Z.  15  REC.  7",""
1141,"C.C.Z.  15  REC.  6",""
1142,"C.C.Z.  7  REC.  7",""
1143,"C.C.Z.  16  REC.  5",""
1144,"C.C.Z  3  REC.  71",""
1145,"C.C.Z  3  REC.  72",""
1146,"C.C.Z  3  REC.  73",""
1147,"C.C.Z  3  REC.  74",""
1148,"C.C.Z  3  REC.  75",""
1149,"C.C.Z  3  REC.  76",""
1150,"C.C.Z  3  REC.  77",""
1151,"C.C.Z  3  REC.  78",""
1152,"C.C.Z  3  REC.  79",""
1153,"C.C.Z  3  REC.  80",""
1154,"C.C.Z  4  REC.  71",""
1155,"C.C.Z  4  REC.  72",""
1156,"C.C.Z  4  REC.  73",""
1157,"C.C.Z  4  REC.  74",""
1158,"C.C.Z  4  REC.  75",""
1159,"C.C.Z  4  REC.  76",""
1160,"C.C.Z  4  REC.  77",""
1161,"C.C.Z  4  REC.  78",""
1162,"C.C.Z  4  REC.  79",""
1163,"C.C.Z  4  REC.  80",""
1164,"C.C.Z  6  REC.  71",""
1165,"C.C.Z  6  REC.  72",""
1166,"C.C.Z  6  REC.  73",""
1167,"C.C.Z  6  REC.  74",""
1168,"C.C.Z  6  REC.  75",""
1169,"C.C.Z  6  REC.  76",""
1170,"C.C.Z  6  REC.  77",""
1171,"C.C.Z  6  REC.  78",""
1172,"C.C.Z  6  REC.  79",""
1173,"C.C.Z  6  REC.  80",""
1174,"C.C.Z  7  REC.  71",""
1175,"C.C.Z  7  REC.  72",""
1176,"C.C.Z  7  REC.  73",""
1177,"C.C.Z  7  REC.  74",""
1178,"C.C.Z  7  REC.  75",""
1179,"C.C.Z  7  REC.  76",""
1180,"C.C.Z  7  REC.  77",""
1181,"C.C.Z  7  REC.  78",""
1182,"C.C.Z  7  REC.  79",""
1183,"C.C.Z  7  REC.  80",""
1184,"C.C.Z  9  REC.  71",""
1185,"C.C.Z  9  REC.  72",""
1186,"C.C.Z  9  REC.  73",""
1187,"C.C.Z  9  REC.  74",""
1188,"C.C.Z  9  REC.  75",""
1189,"C.C.Z  9  REC.  76",""
1190,"C.C.Z  9  REC.  77",""
1191,"C.C.Z  9  REC.  78",""
1192,"C.C.Z  9  REC.  79",""
1193,"C.C.Z  9  REC.  80",""
1194,"C.C.Z  10  REC.  71",""
1195,"C.C.Z  10  REC.  72",""
1196,"C.C.Z  10  REC.  73",""
1197,"C.C.Z  10  REC.  74",""
1198,"C.C.Z  10  REC.  75",""
1199,"C.C.Z  10  REC.  76",""
1200,"C.C.Z  10  REC.  77",""
1201,"C.C.Z  10  REC.  78",""
1202,"C.C.Z  10  REC.  79",""
1203,"C.C.Z  10  REC.  80",""
1204,"C.C.Z  11  REC.  71",""
1205,"C.C.Z  11  REC.  72",""
1206,"C.C.Z  11  REC.  73",""
1207,"C.C.Z  11  REC.  74",""
1208,"C.C.Z  11  REC.  75",""
1209,"C.C.Z  11  REC.  76",""
1210,"C.C.Z  11  REC.  77",""
1211,"C.C.Z  11  REC.  78",""
1212,"C.C.Z  11  REC.  79",""
1213,"C.C.Z  11  REC.  80",""
1214,"C.C.Z  12  REC.  71",""
1215,"C.C.Z  12  REC.  72",""
1216,"C.C.Z  12  REC.  73",""
1217,"C.C.Z  12  REC.  74",""
1218,"C.C.Z  12  REC.  75",""
1219,"C.C.Z  12  REC.  76",""
1220,"C.C.Z  12  REC.  77",""
1221,"C.C.Z  12  REC.  78",""
1222,"C.C.Z  12  REC.  79",""
1223,"C.C.Z  12  REC.  80",""
1224,"C.C.Z  13  REC.  71",""
1225,"C.C.Z  13  REC.  72",""
1226,"C.C.Z  13  REC.  73",""
1227,"C.C.Z  13  REC.  74",""
1228,"C.C.Z  13  REC.  75",""
1229,"C.C.Z  13  REC.  76",""
1230,"C.C.Z  13  REC.  77",""
1231,"C.C.Z  13  REC.  78",""
1232,"C.C.Z  13  REC.  79",""
1233,"C.C.Z  13  REC.  80",""
1234,"C.C.Z  14  REC.  71",""
1235,"C.C.Z  14  REC.  72",""
1236,"C.C.Z  14  REC.  73",""
1237,"C.C.Z  14  REC.  74",""
1238,"C.C.Z  14  REC.  75",""
1239,"C.C.Z  14  REC.  76",""
1240,"C.C.Z  14  REC.  77",""
1241,"C.C.Z  14  REC.  78",""
1242,"C.C.Z  14  REC.  79",""
1243,"C.C.Z  14  REC.  80",""
1244,"C.C.Z  16  REC.  71",""
1245,"C.C.Z  16  REC.  72",""
1246,"C.C.Z  16  REC.  73",""
1247,"C.C.Z  16  REC.  74",""
1248,"C.C.Z  16  REC.  75",""
1249,"C.C.Z  16  REC.  76",""
1250,"C.C.Z  16  REC.  77",""
1251,"C.C.Z  16  REC.  78",""
1252,"C.C.Z  16  REC.  79",""
1253,"C.C.Z  16  REC.  80",""
1254,"C.C.Z  17  REC.  71",""
1255,"C.C.Z  17  REC.  72",""
1256,"C.C.Z  17  REC.  73",""
1257,"C.C.Z  17  REC.  74",""
1258,"C.C.Z  17  REC.  75",""
1259,"C.C.Z  17  REC.  76",""
1260,"C.C.Z  17  REC.  77",""
1261,"C.C.Z  17  REC.  78",""
1262,"C.C.Z  17  REC.  79",""
1263,"C.C.Z  17  REC.  80",""
1264,"C.C.Z  18  REC.  71",""
1265,"C.C.Z  18  REC.  72",""
1266,"C.C.Z  18  REC.  73",""
1267,"C.C.Z  18  REC.  74",""
1268,"C.C.Z  18  REC.  75",""
1269,"C.C.Z  18  REC.  76",""
1270,"C.C.Z  18  REC.  77",""
1271,"C.C.Z  18  REC.  78",""
1272,"C.C.Z  18  REC.  79",""
1273,"C.C.Z  18  REC.  80",""
1274,"C.C.Z.  6  REC.  0",""
1275,"Tipo Rec: LEVANTA CONTENEDORES - REGION OESTE",""
1276,"Tipo Rec: LEVANTA CONTENEDORES - REGION CENTRO",""
1277,"Tipo Rec: LEVANTA CONTENEDORES - REGION ESTE",""
1278,"ECOPUNTO Nº 1 APARICIO SARAVIA",""
1279,"ECOPUNTO Nº 2 CNO. DURAN",""
1280,"ECOPUNTO Nº 3 FRANCISCO PLA",""
1281,"ECOPUNTO Nº 4 ESTADIO LUIS TROCOLI",""
1282,"ECOPUNTO Nº 5 BOIX Y MERINO",""
1283,"RECOLECCIÓN DOMICILIARIA MANUAL","F_DM_05_LM5"
1284,"RECOLECCIÓN DOMICILIARIA MANUAL (CAPRA)","F_DM_06_LM4"
1285,"C.C.Z   3  REC.  82",""
1286,"C.C.Z   3  REC.  83",""
1287,"C.C.Z   3  REC.  84",""
1288,"C.C.Z   3  REC.  85",""
1289,"C.C.Z   3  REC.  86",""
1290,"C.C.Z   3  REC.  87",""
1291,"C.C.Z   3  REC.  88",""
1292,"C.C.Z   3  REC.  89",""
1293,"C.C.Z   3  REC.  90",""
1294,"C.C.Z   3  REC.  91",""
1295,"C.C.Z   3  REC.  92",""
1296,"C.C.Z   3  REC.  93",""
1297,"C.C.Z   3  REC.  94",""
1298,"C.C.Z   3  REC.  95",""
1299,"C.C.Z   4  REC.  81",""
1300,"C.C.Z   4  REC.  82",""
1301,"C.C.Z   4  REC.  83",""
1302,"C.C.Z   4  REC.  84",""
1303,"C.C.Z   4  REC.  85",""
1304,"C.C.Z   4  REC.  86",""
1305,"C.C.Z   4  REC.  87",""
1306,"C.C.Z   4  REC.  88",""
1307,"C.C.Z   4  REC.  89",""
1308,"C.C.Z   4  REC.  90",""
1309,"C.C.Z   4  REC.  91",""
1310,"C.C.Z   4  REC.  92",""
